subscription_id,customer_id,plan_name,billing_cycle,price_inr,start_date,end_date,status,auto_renew,cancellation_reason
SUB000161,CUST00161,Basic,Monthly,149,08-02-2024,14-04-2024,Cancelled,1,Switching to Competitor
SUB000162,CUST00162,Basic,Annual,1490,11-12-2022,,Active,1,
SUB000163,CUST00163,Standard,Quarterly,807.3,15-05-2023,,Active,1,
SUB000164,CUST00164,Premium,Monthly,649,14-10-2022,,Active,1,
SUB000165,CUST00165,Basic,Quarterly,402.3,14-06-2023,,Active,1,
SUB000166,CUST00166,Premium,Quarterly,1752.3,16-05-2023,16-08-2024,Cancelled,1,Poor Streaming Quality
SUB000167,CUST00167,Basic,Quarterly,402.3,24-10-2023,,Paused,1,
SUB000168,CUST00168,Premium,Quarterly,1752.3,29-10-2022,21-02-2024,Cancelled,1,Content Not Relevant
SUB000169,CUST00169,Premium,Quarterly,1752.3,10-11-2022,,Active,0,
SUB000170,CUST00170,Premium,Quarterly,1752.3,21-07-2023,,Active,1,
SUB000171,CUST00171,Basic,Annual,1490,05-12-2022,,Active,1,
SUB000172,CUST00172,Basic,Quarterly,402.3,15-09-2022,26-06-2023,Cancelled,1,Too Expensive
SUB000173,CUST00173,Premium,Annual,6490,20-11-2022,,Paused,1,
SUB000174,CUST00174,Family,Quarterly,1347.3,16-07-2022,,Active,1,
SUB000175,CUST00175,Standard,Annual,2990,18-02-2024,,Active,1,
SUB000176,CUST00176,Premium,Monthly,649,02-05-2024,,Active,1,
SUB000177,CUST00177,Premium,Quarterly,1752.3,03-07-2022,,Active,0,
SUB000178,CUST00178,Premium,Annual,6490,10-05-2022,,Active,0,
SUB000179,CUST00179,Standard,Quarterly,807.3,27-10-2022,,Active,1,
SUB000180,CUST00180,Basic,Quarterly,402.3,11-08-2023,,Active,0,
SUB000181,CUST00181,Standard,Monthly,299,15-12-2022,10-05-2023,Cancelled,0,Switching to Competitor
SUB000182,CUST00182,Basic,Annual,1490,27-04-2022,,Active,1,
SUB000183,CUST00183,Basic,Monthly,149,14-08-2023,,Paused,1,
SUB000184,CUST00184,Premium,Monthly,649,10-04-2024,,Active,1,
SUB000185,CUST00185,Basic,Quarterly,402.3,02-05-2022,05-06-2023,Cancelled,0,Poor Streaming Quality
SUB000186,CUST00186,Standard,Annual,2990,20-03-2024,,Active,1,
SUB000187,CUST00187,Standard,Quarterly,807.3,07-04-2023,,Active,0,
SUB000188,CUST00188,Basic,Annual,1490,09-11-2022,,Active,1,
SUB000189,CUST00189,Family,Quarterly,1347.3,28-01-2024,07-07-2024,Cancelled,0,Poor Streaming Quality
SUB000190,CUST00190,Standard,Annual,2990,28-09-2022,31-12-2024,Cancelled,1,Switching to Competitor
SUB000191,CUST00191,Standard,Annual,2990,27-06-2022,31-12-2024,Cancelled,1,Content Not Relevant
SUB000192,CUST00192,Standard,Monthly,299,23-02-2023,09-04-2023,Cancelled,0,Switching to Competitor
SUB000193,CUST00193,Premium,Monthly,649,03-02-2022,17-06-2022,Cancelled,1,Content Not Relevant
SUB000194,CUST00194,Premium,Monthly,649,21-12-2023,10-02-2024,Cancelled,1,Content Not Relevant
SUB000195,CUST00195,Basic,Quarterly,402.3,28-09-2022,24-08-2023,Cancelled,1,
SUB000196,CUST00196,Standard,Monthly,299,12-03-2023,18-06-2023,Cancelled,1,Too Expensive
SUB000197,CUST00197,Basic,Annual,1490,30-09-2022,,Paused,0,
SUB000198,CUST00198,Standard,Quarterly,807.3,22-03-2024,,Paused,1,
SUB000199,CUST00199,Standard,Quarterly,807.3,23-10-2022,,Active,1,
SUB000200,CUST00200,Premium,Quarterly,1752.3,18-12-2023,,Paused,0,
SUB000201,CUST00201,Basic,Quarterly,402.3,21-05-2023,,Active,1,
SUB000202,CUST00202,Standard,Annual,2990,29-06-2024,,Active,1,
SUB000203,CUST00203,Standard,Annual,2990,27-01-2022,31-12-2024,Cancelled,1,
SUB000204,CUST00204,Standard,Annual,2990,25-08-2023,,Paused,0,
SUB000205,CUST00205,Basic,Annual,1490,21-02-2024,,Active,1,
SUB000206,CUST00206,Standard,Monthly,299,12-10-2022,,Active,0,
SUB000207,CUST00207,Standard,Annual,2990,04-04-2022,,Active,1,
SUB000208,CUST00208,Standard,Quarterly,807.3,25-11-2022,,Active,0,
SUB000209,CUST00209,Standard,Annual,2990,26-02-2023,31-12-2024,Cancelled,0,Too Expensive
SUB000210,CUST00210,Basic,Monthly,149,13-04-2024,01-11-2024,Cancelled,0,
SUB000211,CUST00211,Basic,Quarterly,402.3,19-11-2022,,Paused,0,
SUB000212,CUST00212,Standard,Monthly,299,04-06-2024,31-12-2024,Cancelled,0,Content Not Relevant
SUB000213,CUST00213,Basic,Annual,1490,19-04-2023,31-12-2024,Cancelled,1,Temporary Pause
SUB000214,CUST00214,Basic,Quarterly,402.3,06-01-2023,,Active,0,
SUB000215,CUST00215,Basic,Annual,1490,18-02-2024,,Paused,1,
SUB000216,CUST00216,Premium,Quarterly,1752.3,15-05-2022,,Active,0,
SUB000217,CUST00217,Standard,Annual,2990,05-05-2022,,Paused,0,
SUB000218,CUST00218,Standard,Annual,2990,15-11-2022,,Paused,1,
SUB000219,CUST00219,Basic,Monthly,149,06-04-2022,03-06-2022,Cancelled,1,Found Free Alternative
SUB000220,CUST00220,Premium,Monthly,649,26-10-2023,,Active,0,
SUB000221,CUST00221,Standard,Quarterly,807.3,06-06-2023,,Active,1,
SUB000222,CUST00222,Basic,Annual,1490,07-09-2022,31-12-2024,Cancelled,1,Found Free Alternative
SUB000223,CUST00223,Premium,Annual,6490,15-07-2022,,Active,0,
SUB000224,CUST00224,Standard,Annual,2990,03-06-2024,31-12-2024,Cancelled,1,
SUB000225,CUST00225,Standard,Quarterly,807.3,17-03-2024,,Paused,0,
SUB000226,CUST00226,Standard,Annual,2990,14-01-2024,31-12-2024,Cancelled,0,Found Free Alternative
SUB000227,CUST00227,Standard,Annual,2990,05-06-2024,31-12-2024,Cancelled,1,Technical Issues
SUB000228,CUST00228,Standard,Annual,2990,20-12-2022,,Active,1,
SUB000229,CUST00229,Basic,Annual,1490,12-04-2023,31-12-2024,Cancelled,0,Too Expensive
SUB000230,CUST00230,Family,Monthly,499,09-08-2023,,Paused,1,
SUB000231,CUST00231,Family,Annual,4990,22-11-2022,,Active,1,
SUB000232,CUST00232,Standard,Quarterly,807.3,23-05-2023,,Paused,1,
SUB000233,CUST00233,Premium,Quarterly,1752.3,06-12-2022,20-12-2023,Cancelled,1,Technical Issues
SUB000234,CUST00234,Premium,Annual,6490,13-04-2023,,Active,1,
SUB000235,CUST00235,Premium,Annual,6490,18-03-2022,,Active,0,
SUB000236,CUST00236,Standard,Annual,2990,11-12-2023,31-12-2024,Cancelled,1,
SUB000237,CUST00237,Basic,Monthly,149,25-01-2023,17-09-2023,Cancelled,0,Technical Issues
SUB000238,CUST00238,Premium,Monthly,649,25-09-2023,,Active,0,
SUB000239,CUST00239,Premium,Monthly,649,21-08-2022,,Paused,0,
SUB000240,CUST00240,Premium,Monthly,649,31-03-2023,29-08-2023,Cancelled,1,Too Expensive
SUB000241,CUST00241,Basic,Annual,1490,29-11-2022,,Paused,1,
SUB000242,CUST00242,Standard,Quarterly,807.3,18-03-2023,15-10-2023,Cancelled,1,Poor Streaming Quality
SUB000243,CUST00243,Standard,Annual,2990,03-08-2023,,Active,0,
SUB000244,CUST00244,Premium,Annual,6490,17-09-2023,,Active,1,
SUB000245,CUST00245,Premium,Annual,6490,25-05-2023,,Paused,1,
SUB000246,CUST00246,Basic,Monthly,149,16-10-2023,19-03-2024,Cancelled,0,Technical Issues
SUB000247,CUST00247,Basic,Annual,1490,03-04-2024,,Paused,1,
SUB000248,CUST00248,Standard,Monthly,299,11-06-2022,,Active,1,
SUB000249,CUST00249,Standard,Annual,2990,03-11-2022,,Active,0,
SUB000250,CUST00250,Basic,Quarterly,402.3,13-04-2023,31-12-2024,Cancelled,1,Poor Streaming Quality
SUB000251,CUST00251,Premium,Monthly,649,20-04-2022,,Paused,1,
SUB000252,CUST00252,Standard,Annual,2990,12-08-2023,,Active,1,
SUB000253,CUST00253,Family,Monthly,499,09-10-2022,10-04-2023,Cancelled,0,Switching to Competitor
SUB000254,CUST00254,Basic,Quarterly,402.3,13-09-2023,,Active,1,
SUB000255,CUST00255,Basic,Monthly,149,01-04-2024,,Active,0,
SUB000256,CUST00256,Basic,Monthly,149,28-09-2023,28-11-2023,Cancelled,0,Temporary Pause
SUB000257,CUST00257,Standard,Annual,2990,05-10-2023,04-10-2024,Cancelled,1,Temporary Pause
SUB000258,CUST00258,Basic,Annual,1490,04-02-2022,,Active,0,
SUB000259,CUST00259,Standard,Monthly,299,03-04-2022,,Active,0,
SUB000260,CUST00260,Family,Quarterly,1347.3,29-06-2022,,Active,0,
SUB000261,CUST00261,Basic,Monthly,149,28-06-2023,14-09-2023,Cancelled,1,Temporary Pause
SUB000262,CUST00262,Premium,Monthly,649,24-04-2024,,Active,0,
SUB000263,CUST00263,Standard,Monthly,299,03-04-2024,,Paused,1,
SUB000264,CUST00264,Standard,Quarterly,807.3,12-02-2024,,Active,1,
SUB000265,CUST00265,Standard,Quarterly,807.3,03-04-2022,,Active,0,
SUB000266,CUST00266,Basic,Annual,1490,07-05-2022,,Active,0,
SUB000267,CUST00267,Standard,Annual,2990,22-08-2023,,Active,1,
SUB000268,CUST00268,Premium,Quarterly,1752.3,28-04-2023,,Paused,1,
SUB000269,CUST00269,Basic,Annual,1490,17-09-2023,31-12-2024,Cancelled,1,Content Not Relevant
SUB000270,CUST00270,Standard,Quarterly,807.3,19-12-2023,17-06-2024,Cancelled,1,Found Free Alternative
SUB000271,CUST00271,Premium,Monthly,649,16-02-2022,,Active,1,
SUB000272,CUST00272,Basic,Quarterly,402.3,10-04-2022,,Active,1,
SUB000273,CUST00273,Family,Monthly,499,10-04-2023,12-11-2023,Cancelled,1,
SUB000274,CUST00274,Basic,Quarterly,402.3,31-01-2024,,Active,0,
SUB000275,CUST00275,Basic,Monthly,149,03-05-2024,,Active,1,
SUB000276,CUST00276,Family,Quarterly,1347.3,03-02-2022,30-10-2023,Cancelled,0,Poor Streaming Quality
SUB000277,CUST00277,Standard,Monthly,299,30-08-2022,23-03-2023,Cancelled,0,Switching to Competitor
SUB000278,CUST00278,Standard,Monthly,299,12-07-2023,,Active,1,
SUB000279,CUST00279,Family,Annual,4990,10-10-2022,,Active,0,
SUB000280,CUST00280,Standard,Annual,2990,10-11-2023,,Paused,1,
SUB000281,CUST00281,Premium,Annual,6490,16-03-2024,31-12-2024,Cancelled,0,Technical Issues
SUB000282,CUST00282,Standard,Monthly,299,30-07-2022,,Paused,1,
SUB000283,CUST00283,Premium,Annual,6490,10-08-2022,31-12-2024,Cancelled,1,Switching to Competitor
SUB000284,CUST00284,Standard,Monthly,299,03-01-2022,,Paused,1,
SUB000285,CUST00285,Family,Quarterly,1347.3,14-09-2022,,Active,1,
SUB000286,CUST00286,Standard,Annual,2990,15-05-2022,,Active,1,
SUB000287,CUST00287,Basic,Monthly,149,28-11-2022,,Active,0,
SUB000288,CUST00288,Standard,Annual,2990,10-05-2022,,Active,0,
SUB000289,CUST00289,Standard,Annual,2990,03-05-2023,,Active,0,
SUB000290,CUST00290,Standard,Monthly,299,22-04-2022,,Active,1,
SUB000291,CUST00291,Basic,Monthly,149,14-02-2022,,Active,1,
SUB000292,CUST00292,Standard,Monthly,299,21-10-2023,,Active,1,
SUB000293,CUST00293,Family,Monthly,499,13-03-2023,,Active,1,
SUB000294,CUST00294,Basic,Quarterly,402.3,17-03-2022,17-06-2022,Cancelled,0,Poor Streaming Quality
SUB000295,CUST00295,Basic,Quarterly,402.3,09-03-2022,,Active,1,
SUB000296,CUST00296,Premium,Quarterly,1752.3,16-07-2023,20-10-2023,Cancelled,0,
SUB000297,CUST00297,Standard,Quarterly,807.3,29-10-2022,20-01-2024,Cancelled,0,Switching to Competitor
SUB000298,CUST00298,Standard,Monthly,299,12-04-2022,14-09-2022,Cancelled,1,Content Not Relevant
SUB000299,CUST00299,Standard,Monthly,299,17-03-2023,,Paused,1,
SUB000300,CUST00300,Basic,Annual,1490,27-04-2024,31-12-2024,Cancelled,1,Found Free Alternative
SUB000301,CUST00301,Basic,Quarterly,402.3,17-11-2022,,Active,1,
SUB000302,CUST00302,Family,Annual,4990,19-01-2023,,Active,1,
SUB000303,CUST00303,Standard,Quarterly,807.3,01-05-2024,31-12-2024,Cancelled,1,Technical Issues
SUB000304,CUST00304,Basic,Monthly,149,02-02-2024,,Active,1,
SUB000305,CUST00305,Basic,Monthly,149,24-08-2023,,Active,1,
SUB000306,CUST00306,Standard,Annual,2990,25-02-2023,,Active,1,
SUB000307,CUST00307,Premium,Quarterly,1752.3,22-10-2022,,Paused,1,
SUB000308,CUST00308,Basic,Monthly,149,15-08-2023,,Active,1,
SUB000309,CUST00309,Standard,Monthly,299,18-08-2022,,Active,1,
SUB000310,CUST00310,Standard,Quarterly,807.3,28-04-2022,,Active,1,
SUB000311,CUST00311,Standard,Quarterly,807.3,15-05-2024,,Paused,1,
SUB000312,CUST00312,Standard,Annual,2990,27-01-2022,,Active,1,
SUB000313,CUST00313,Premium,Quarterly,1752.3,07-10-2022,,Active,0,
SUB000314,CUST00314,Premium,Monthly,649,05-07-2022,,Active,0,
SUB000315,CUST00315,Premium,Annual,6490,13-03-2022,31-12-2024,Cancelled,0,Switching to Competitor
SUB000316,CUST00316,Basic,Monthly,149,09-08-2022,,Active,1,
SUB000317,CUST00317,Family,Quarterly,1347.3,11-06-2022,01-04-2023,Cancelled,1,Too Expensive
SUB000318,CUST00318,Standard,Annual,2990,06-03-2024,31-12-2024,Cancelled,1,Found Free Alternative
SUB000319,CUST00319,Standard,Monthly,299,09-06-2022,,Active,1,
